Date,Dispatched,Encounter_Type,Area_Stopped_OPD,Intelligence_Led_Factor,Reason_for_Stop,Traffic_type_Detail,Location_Vehicle_Occupant,Subject_Sex,Subject_Race,Result_of_Stop
2/20/2021,Yes,Pedestrian,Area 1,Yes,Probable Cause,,,F,White,Arrest
2/20/2021,Yes,Pedestrian,Area 1,Yes,Probable Cause,,,M,White,Arrest
2/8/2021,Yes,Pedestrian,Area 2,Yes,Community Caretaking,,,M,Afr American,Arrest
3/17/2021,Yes,Pedestrian,Area 5,No,Community Caretaking,,,M,White,Psychiatric Hold
1/13/2021,Yes,Pedestrian,Area 1,No,Reasonable Suspicion,,,M,Afr American,Arrest
2/9/2021,No,Pedestrian,Area 1,Yes,Probable Cause,,,M,Afr American,No Action
2/20/2021,Yes,Pedestrian,Area 1,Yes,Community Caretaking,,,F,Afr American,Psychiatric Hold
3/7/2021,Yes,Pedestrian,Area 1,Yes,Probable Cause,,,M,Afr American,Arrest
3/14/2021,Yes,Pedestrian,Area 1,Yes,Probable Cause,,,M,Afr American,Arrest
2/4/2021,Yes,Pedestrian,Area 2,Yes,Community Caretaking,,,M,Afr American,Psychiatric Hold
2/14/2021,Yes,Pedestrian,Area 2,No,Probable Cause,,,M,Afr American,Warning
1/19/2021,Yes,Pedestrian,Area 2,Yes,Probable Cause,,,M,Afr American,Arrest
1/9/2021,No,Vehicle,Area 5,Yes,Traffic Violation,Moving violation,Driver,M,Afr American,Warning
1/13/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,F,White,Citation
1/26/2021,Yes,Pedestrian,Area 4,Yes,Community Caretaking,,,M,Afr American,Other
1/10/2021,Yes,Vehicle,Area 5,Yes,Probable Cause,,Passenger,F,Afr American,No Action
1/10/2021,Yes,Vehicle,Area 5,Yes,Probable Cause,,Driver,M,Afr American,No Action
1/18/2021,No,Pedestrian,Area 5,Yes,Probable Cause,,,F,Afr American,Arrest
1/23/2021,No,Vehicle,Area 5,Yes,Traffic Violation,Equipment violation,Driver,M,Afr American,Warning
2/3/2021,No,Vehicle,Area 5,Yes,Traffic Violation,Moving violation,Driver,F,Afr American,Warning
2/13/2021,No,Pedestrian,Area 5,Yes,Reasonable Suspicion,,Passenger,M,Afr American,Arrest
2/13/2021,No,Pedestrian,Area 5,Yes,Reasonable Suspicion,,Passenger,M,Afr American,Arrest
3/5/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,F,Afr American,Arrest
3/13/2021,Yes,Pedestrian,Area 5,Yes,Probable Cause,,,M,Afr American,Arrest
3/14/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Warning
3/14/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Passenger,M,Hispanic,No Action
2/21/2021,Yes,Vehicle,Area 5,No,Reasonable Suspicion,,Driver,M,Afr American,Arrest
3/14/2021,Yes,Pedestrian,Area 2,Yes,Community Caretaking,,,M,Afr American,Psychiatric Hold
3/27/2021,No,Vehicle,Area 5,No,Probable Cause,,Driver,M,Afr American,Arrest
3/26/2021,Yes,Pedestrian,Area 5,Yes,Probable Cause,,,M,Afr American,Arrest
2/21/2021,Yes,Vehicle,Area 5,Yes,Probable Cause,,Driver,M,Hispanic,Arrest
2/25/2021,No,Pedestrian,Area 1,Yes,Reasonable Suspicion,,Other,M,Afr American,Arrest
2/25/2021,No,Pedestrian,Area 1,Yes,Reasonable Suspicion,,,M,Afr American,No Action
1/3/2021,Yes,Pedestrian,Area 3,Yes,Probable Cause,,,M,Afr American,Arrest
1/13/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Asian,Warning
2/26/2021,Yes,Pedestrian,Area 3,No,Probable Cause,,,M,Afr American,Arrest
3/20/2021,Yes,Pedestrian,Area 3,Yes,Probable Cause,,Other,M,Afr American,Arrest
1/19/2021,Yes,Pedestrian,Area 4,No,Community Caretaking,,,F,Hispanic,Psychiatric Hold
1/5/2021,Yes,Vehicle,Area 5,No,Reasonable Suspicion,,Other,M,Hispanic,No Action
3/14/2021,Yes,Pedestrian,Area 5,Yes,Probable Cause,,,M,Afr American,Arrest
3/18/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,,M,Afr American,Arrest
3/6/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,,M,White,Arrest
3/10/2021,No,Pedestrian,Area 5,Yes,Probable Cause,,,M,Afr American,Arrest
3/12/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,Afr American,No Action
1/4/2021,Yes,Pedestrian,Area 1,No,Community Caretaking,,,M,Afr American,Psychiatric Hold
1/26/2021,No,Pedestrian,Area 1,No,Reasonable Suspicion,,Passenger,F,White,Arrest
2/2/2021,Yes,Pedestrian,Area 1,Yes,Reasonable Suspicion,,,M,Afr American,Arrest
2/2/2021,Yes,Other,Area 1,Yes,Community Caretaking,,,M,White,Psychiatric Hold
2/16/2021,Yes,Pedestrian,Area 1,No,Community Caretaking,,,F,White,Psychiatric Hold
2/21/2021,Yes,Pedestrian,Area 1,Yes,Probable Cause,,,M,White,No Action
2/24/2021,Yes,Pedestrian,Area 1,Yes,Community Caretaking,,,M,Afr American,No Action
3/1/2021,Yes,Pedestrian,Area 1,Yes,Consensual Encounter & Search,,,F,Afr American,No Action
1/18/2021,Yes,Pedestrian,Area 1,Yes,Reasonable Suspicion,,,F,Afr American,Arrest
2/19/2021,Yes,Pedestrian,Area 2,Yes,Community Caretaking,,,M,Asian,Psychiatric Hold
1/20/2021,Yes,Pedestrian,Area 3,Yes,Probable Cause,,,F,Afr American,Arrest
2/19/2021,Yes,Other,Area 3,Yes,Probable Cause,,Driver,M,Other,Arrest
1/1/2021,Yes,Pedestrian,Area 2,Yes,Community Caretaking,,,M,Afr American,No Action
2/10/2021,Yes,Vehicle,Area 2,Yes,Community Caretaking,,Driver,M,White,No Action
2/15/2021,Yes,Pedestrian,Area 2,Yes,Community Caretaking,,,M,White,Psychiatric Hold
2/23/2021,Yes,Pedestrian,Area 2,Yes,Community Caretaking,,Other,M,White,Other
2/27/2021,Yes,Pedestrian,Area 2,Yes,Probable Cause,,Other,M,Afr American,No Action
3/8/2021,No,Vehicle,Area 2,No,Traffic Violation,Moving violation,Driver,F,Afr American,Warning
2/4/2021,Yes,Pedestrian,Area 2,No,Community Caretaking,,,M,Afr American,No Action
3/20/2021,Yes,Pedestrian,Area 2,Yes,Reasonable Suspicion,,,M,Hispanic,No Action
3/3/2021,Yes,Pedestrian,Area 1,No,Community Caretaking,,,M,White,No Action
3/25/2021,Yes,Pedestrian,Area 2,Yes,Probable Cause,,,M,Afr American,Arrest
2/27/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,,M,Afr American,Arrest
1/31/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Warning
2/8/2021,No,Vehicle,Area 5,No,Probable Cause,,Driver,M,Hispanic,Arrest
2/8/2021,No,Vehicle,Area 5,No,Probable Cause,,Passenger,M,Hispanic,Arrest
1/23/2021,Yes,Other,Area 5,No,Community Caretaking,,,F,Hispanic,Psychiatric Hold
1/19/2021,Yes,Pedestrian,Area 5,No,Community Caretaking,,,M,Afr American,Psychiatric Hold
2/27/2021,Yes,Pedestrian,Area 5,Yes,Reasonable Suspicion,,,M,Hispanic,Psychiatric Hold
3/11/2021,Yes,Pedestrian,Area 5,Yes,Reasonable Suspicion,,,M,Hispanic,Arrest
1/29/2021,No,Vehicle,Area 5,Yes,Traffic Violation,Moving violation,Driver,M,Afr American,Warning
2/9/2021,Yes,Pedestrian,Area 5,No,Community Caretaking,,,F,Afr American,Psychiatric Hold
3/8/2021,Yes,Pedestrian,Area 5,Yes,Probable Cause,,Driver,M,Hispanic,Arrest
3/8/2021,Yes,Pedestrian,Area 5,Yes,Probable Cause,,Passenger,F,Hispanic,Arrest
3/11/2021,Yes,Pedestrian,Area 5,Yes,Probable Cause,,Driver,M,Hispanic,No Action
3/11/2021,Yes,Pedestrian,Area 5,Yes,Probable Cause,,Passenger,M,Hispanic,No Action
3/20/2021,Yes,Pedestrian,Area 5,No,Reasonable Suspicion,,,M,Afr American,No Action
3/20/2021,Yes,Pedestrian,Area 5,No,Reasonable Suspicion,,,M,Hispanic,No Action
1/20/2021,Yes,Pedestrian,Area 5,Yes,Reasonable Suspicion,,Other,M,Hispanic,Arrest
1/30/2021,Yes,Pedestrian,Area 5,Yes,Probable Cause,,,M,Afr American,Arrest
1/30/2021,No,Pedestrian,Area 5,Yes,Reasonable Suspicion,,,M,Afr American,Arrest
2/28/2021,Yes,Pedestrian,Area 5,Yes,Probable Cause,,,M,Afr American,Arrest
3/27/2021,Yes,Vehicle,Area 5,Yes,Traffic Violation,Moving violation,Driver,F,Afr American,Citation
2/27/2021,Yes,Pedestrian,Area 1,No,Consensual Encounter & Search,,,M,White,No Action
1/8/2021,Yes,Vehicle,Area 4,No,Probable Cause,,Passenger,M,Afr American,Arrest
1/12/2021,Yes,Pedestrian,Area 4,No,Reasonable Suspicion,,Passenger,M,Afr American,Arrest
1/12/2021,Yes,Pedestrian,Area 4,No,Reasonable Suspicion,,Driver,F,Afr American,No Action
2/2/2021,Yes,Pedestrian,Area 3,No,Probable Cause,,,M,Hispanic,Arrest
1/30/2021,Yes,Vehicle,Area 4,No,Probable Cause,,Driver,F,Afr American,Arrest
3/13/2021,Yes,Pedestrian,Area 1,No,Probable Cause,,,F,Afr American,Arrest
2/3/2021,Yes,Pedestrian,Area 2,Yes,Reasonable Suspicion,,,M,Afr American,No Action
3/22/2021,Yes,Pedestrian,Area 5,No,Reasonable Suspicion,,Other,M,Other,Warning
1/2/2021,No,Pedestrian,Area 2,No,Reasonable Suspicion,,,M,White,Arrest
2/9/2021,Yes,Pedestrian,Area 2,Yes,Community Caretaking,,,M,Asian,Psychiatric Hold
3/4/2021,Yes,Pedestrian,Area 3,Yes,Community Caretaking,,,M,Other,Psychiatric Hold
3/7/2021,No,Pedestrian,Area 4,Yes,Consensual Encounter & Search,,Driver,M,Afr American,Arrest
3/10/2021,Yes,Pedestrian,Area 4,Yes,Probable Cause,,,F,Hispanic,Arrest
1/30/2021,No,Vehicle,Area 3,Yes,Traffic Violation,"Non-moving violation, including registration",Driver,M,Hispanic,Warning
2/21/2021,Yes,Pedestrian,Area 2,No,Reasonable Suspicion,,,M,Afr American,No Action
2/21/2021,Yes,Pedestrian,Area 2,No,Reasonable Suspicion,,,M,Afr American,No Action
3/12/2021,Yes,Pedestrian,Area 2,Yes,Probable Cause,,,M,Afr American,Psychiatric Hold
2/19/2021,Yes,Pedestrian,Area 5,Yes,Reasonable Suspicion,,,M,Afr American,Arrest
3/31/2021,Yes,Pedestrian,Area 5,No,Community Caretaking,,,M,Afr American,Arrest
1/2/2021,Yes,Pedestrian,Area 5,No,Community Caretaking,,,M,Afr American,Psychiatric Hold
3/14/2021,Yes,Pedestrian,Area 5,Yes,Community Caretaking,,,M,Afr American,Psychiatric Hold
3/5/2021,No,Pedestrian,Area 4,Yes,Probable Cause,,,M,Afr American,Arrest
1/15/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,Other,M,Hispanic,No Action
2/25/2021,Yes,Other,Area 3,No,Community Caretaking,,,M,White,Psychiatric Hold
2/9/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,Other,M,Hispanic,Arrest
3/9/2021,Yes,Pedestrian,Area 4,No,Consensual Encounter & Search,,,F,Asian,No Action
3/9/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,M,Other,Warning
2/17/2021,No,Pedestrian,Area 4,Yes,Probable Cause,,,M,Hispanic,Arrest
3/26/2021,No,Other,Outside,No,Probable Cause,,,M,Afr American,Arrest
3/6/2021,No,Vehicle,Area 3,Yes,Traffic Violation,Moving violation,Driver,M,Afr American,Warning
3/6/2021,No,Vehicle,Area 3,Yes,Probation/Parole,,Passenger,M,Afr American,No Action
2/14/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,Other,M,Afr American,Arrest
3/10/2021,No,Vehicle,Area 4,Yes,Probable Cause,,Passenger,M,Afr American,Arrest
3/19/2021,No,Vehicle,Area 5,Yes,Probable Cause,,Driver,M,Afr American,Arrest
1/6/2021,No,Pedestrian,Area 4,No,Probable Cause,,Driver,M,Hispanic,Arrest
1/8/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,Afr American,Arrest
1/14/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Passenger,M,Afr American,Citation
1/25/2021,No,Pedestrian,Area 5,No,Community Caretaking,,Driver,M,Hispanic,No Action
1/30/2021,No,Vehicle,Area 4,Yes,Probable Cause,,Driver,M,White,Arrest
2/2/2021,Yes,Pedestrian,Area 5,Yes,Probable Cause,,,M,Hispanic,Arrest
2/4/2021,Yes,Pedestrian,Area 4,Yes,Probable Cause,,,F,Asian,Arrest
2/5/2021,Yes,Pedestrian,Area 5,Yes,Probable Cause,,,M,Afr American,Arrest
2/14/2021,No,Vehicle,Area 5,Yes,Probable Cause,,Driver,M,Hispanic,Arrest
2/20/2021,Yes,Pedestrian,Area 5,No,Reasonable Suspicion,,,M,Other,No Action
2/20/2021,Yes,Pedestrian,Area 5,No,Reasonable Suspicion,,,M,Asian,No Action
2/26/2021,No,Pedestrian,Area 4,Yes,Probable Cause,,Driver,M,Hispanic,Arrest
2/26/2021,No,Pedestrian,Area 4,Yes,Probable Cause,,Passenger,F,Hispanic,No Action
3/4/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Afr American,Warning
3/13/2021,No,Vehicle,Area 4,Yes,Reasonable Suspicion,,Driver,M,Hispanic,No Action
3/21/2021,No,Pedestrian,Area 5,Yes,Probable Cause,,,M,Hispanic,Arrest
3/31/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/6/2021,Yes,Vehicle,Area 4,No,Traffic Violation,Equipment violation,Driver,F,Hispanic,Warning
2/2/2021,Yes,Vehicle,Area 1,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
1/9/2021,No,Pedestrian,Area 1,Yes,Probable Cause,,,M,Afr American,Citation
1/9/2021,No,Pedestrian,Area 1,Yes,Probable Cause,,,F,Afr American,Citation
1/12/2021,Yes,Pedestrian,Area 2,Yes,Community Caretaking,,,M,Hispanic,No Action
1/15/2021,No,Pedestrian,Area 1,Yes,Probable Cause,,,M,Hispanic,Arrest
1/30/2021,Yes,Pedestrian,Area 1,Yes,Community Caretaking,,,M,Hispanic,Psychiatric Hold
2/2/2021,No,Vehicle,Area 1,No,Traffic Violation,Moving violation,Driver,F,White,Citation
2/2/2021,No,Vehicle,Area 1,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
2/3/2021,Yes,Pedestrian,Area 1,No,Community Caretaking,,,M,Hispanic,No Action
2/4/2021,No,Vehicle,Area 1,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
2/11/2021,Yes,Pedestrian,Area 1,No,Community Caretaking,,,M,Afr American,Psychiatric Hold
2/26/2021,Yes,Pedestrian,Area 2,Yes,Probable Cause,,,M,White,Arrest
3/4/2021,Yes,Pedestrian,Area 1,Yes,Community Caretaking,,,F,Afr American,No Action
3/15/2021,No,Vehicle,Area 1,No,Traffic Violation,Moving violation,Driver,M,Asian,Citation
3/15/2021,No,Vehicle,Area 1,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
3/15/2021,No,Vehicle,Area 1,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
3/15/2021,No,Vehicle,Area 1,No,Traffic Violation,Moving violation,Driver,F,Afr American,Citation
3/15/2021,No,Vehicle,Area 1,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
3/15/2021,No,Vehicle,Area 1,No,Traffic Violation,Moving violation,Driver,M,Asian,Citation
3/31/2021,Yes,Pedestrian,Area 2,No,Reasonable Suspicion,,,M,Afr American,No Action
1/5/2021,No,Vehicle,Area 1,No,Traffic Violation,Moving violation,Driver,F,White,Warning
1/12/2021,No,Pedestrian,Area 1,Yes,Community Caretaking,,,M,Afr American,Psychiatric Hold
1/14/2021,Yes,Pedestrian,Area 1,Yes,Community Caretaking,,,F,Afr American,Psychiatric Hold
1/29/2021,Yes,Vehicle,Outside,Yes,Probable Cause,,Other,M,Afr American,Arrest
1/29/2021,Yes,Vehicle,Outside,Yes,Probable Cause,,Other,M,Afr American,Arrest
1/29/2021,Yes,Vehicle,Outside,Yes,Reasonable Suspicion,,Passenger,F,Afr American,No Action
2/2/2021,No,Vehicle,Area 1,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
2/4/2021,No,Vehicle,Area 1,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
2/4/2021,No,Vehicle,Area 1,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
2/4/2021,No,Vehicle,Area 1,No,Traffic Violation,Moving violation,Driver,F,Other,Citation
2/12/2021,No,Pedestrian,Area 2,Yes,Traffic Violation,Moving violation,,M,Afr American,Warning
2/22/2021,Yes,Pedestrian,Area 1,Yes,Community Caretaking,,,F,Afr American,Arrest
2/28/2021,No,Pedestrian,Area 1,Yes,Reasonable Suspicion,,Other,M,Afr American,No Action
3/14/2021,No,Vehicle,Area 1,No,Traffic Violation,Moving violation,Driver,M,White,Warning
3/15/2021,No,Vehicle,Area 1,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
3/15/2021,No,Vehicle,Area 1,No,Traffic Violation,Moving violation,Driver,F,Afr American,Citation
3/17/2021,Yes,Pedestrian,Area 1,Yes,Reasonable Suspicion,,,M,Hispanic,No Action
3/17/2021,Yes,Pedestrian,Area 1,Yes,Reasonable Suspicion,,,M,Hispanic,No Action
3/18/2021,Yes,Pedestrian,Area 3,Yes,Probable Cause,,,M,Afr American,Arrest
3/23/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,F,White,Arrest
3/11/2021,Yes,Other,Area 2,Yes,Probable Cause,,,M,Hispanic,Arrest
2/24/2021,No,Pedestrian,Area 4,Yes,Probable Cause,,Driver,M,Hispanic,Arrest
3/3/2021,Yes,Pedestrian,Area 3,Yes,Consensual Encounter & Search,,,F,Afr American,No Action
3/3/2021,Yes,Pedestrian,Area 3,Yes,Consensual Encounter & Search,,,F,Afr American,No Action
3/3/2021,Yes,Pedestrian,Area 3,Yes,Consensual Encounter & Search,,,M,Afr American,No Action
3/3/2021,Yes,Pedestrian,Area 3,Yes,Consensual Encounter & Search,,,F,Afr American,No Action
1/1/2021,Yes,Vehicle,Area 3,Yes,Probable Cause,,Driver,M,Afr American,Arrest
1/8/2021,Yes,Pedestrian,Area 3,No,Probable Cause,,,M,Afr American,Arrest
2/9/2021,Yes,Vehicle,Area 5,No,Community Caretaking,,Driver,M,Hispanic,No Action
1/25/2021,Yes,Pedestrian,Area 4,No,Community Caretaking,,,F,Hispanic,Other
1/15/2021,Yes,Pedestrian,Area 4,No,Community Caretaking,,,F,Hispanic,Psychiatric Hold
1/15/2021,No,Pedestrian,Area 4,No,Probable Cause,,,M,Hispanic,No Action
1/15/2021,No,Pedestrian,Area 4,No,Reasonable Suspicion,,,M,Hispanic,No Action
2/13/2021,Yes,Pedestrian,Area 4,Yes,Reasonable Suspicion,,,M,Hispanic,Arrest
2/26/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,F,Afr American,Citation
3/23/2021,Yes,Pedestrian,Area 5,No,Reasonable Suspicion,,Other,M,Afr American,Arrest
1/31/2021,Yes,Pedestrian,Area 4,Yes,Probable Cause,,,M,Hispanic,Arrest
2/1/2021,Yes,Pedestrian,Area 5,No,Reasonable Suspicion,,Other,M,Afr American,Arrest
2/28/2021,No,Pedestrian,Area 3,Yes,Consensual Encounter & Search,,,M,Afr American,No Action
3/10/2021,No,Pedestrian,Area 4,Yes,Probable Cause,,,F,Hispanic,Arrest
3/11/2021,No,Vehicle,Area 5,No,Probable Cause,,Driver,F,Afr American,Arrest
2/20/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/20/2021,No,Other,Area 4,Yes,Probable Cause,,Driver,M,Afr American,Arrest
1/20/2021,No,Other,Area 4,Yes,Reasonable Suspicion,,Other,M,Afr American,Arrest
1/20/2021,No,Other,Area 4,Yes,Reasonable Suspicion,,Other,M,Afr American,No Action
1/20/2021,No,Other,Area 4,Yes,Reasonable Suspicion,,Other,M,Afr American,No Action
1/20/2021,No,Other,Area 4,Yes,Reasonable Suspicion,,Other,M,Afr American,No Action
1/20/2021,No,Other,Area 4,Yes,Reasonable Suspicion,,Other,F,Afr American,No Action
1/20/2021,No,Other,Area 4,Yes,Reasonable Suspicion,,Other,M,Afr American,No Action
1/20/2021,No,Other,Area 4,Yes,Reasonable Suspicion,,Other,M,Afr American,No Action
1/20/2021,No,Other,Area 4,Yes,Reasonable Suspicion,,Other,M,Afr American,No Action
1/20/2021,No,Vehicle,Area 4,Yes,Reasonable Suspicion,,Other,M,Afr American,No Action
1/20/2021,Yes,Pedestrian,Area 2,Yes,Community Caretaking,,,F,White,Psychiatric Hold
1/23/2021,Yes,Pedestrian,Area 2,Yes,Probable Cause,,,F,Afr American,No Action
3/6/2021,Yes,Pedestrian,Area 2,Yes,Reasonable Suspicion,,,M,White,No Action
1/25/2021,Yes,Pedestrian,Area 2,Yes,Community Caretaking,,,F,Afr American,Psychiatric Hold
2/12/2021,Yes,Pedestrian,Area 2,Yes,Reasonable Suspicion,,,M,Afr American,Arrest
2/12/2021,Yes,Pedestrian,Area 2,Yes,Reasonable Suspicion,,,M,Afr American,Arrest
2/25/2021,No,Pedestrian,Area 2,Yes,Probable Cause,,,M,Afr American,Arrest
3/3/2021,No,Vehicle,Area 2,No,Traffic Violation,Moving violation,Driver,F,White,Citation
3/3/2021,No,Vehicle,Area 2,No,Traffic Violation,Moving violation,Driver,M,White,Citation
3/3/2021,No,Vehicle,Area 2,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
3/3/2021,No,Vehicle,Area 2,No,Traffic Violation,Moving violation,Driver,F,Asian,Citation
3/29/2021,No,Vehicle,Area 2,No,Traffic Violation,Moving violation,Driver,F,Afr American,Citation
3/29/2021,No,Vehicle,Area 2,No,Traffic Violation,Moving violation,Driver,F,Afr American,Citation
3/29/2021,No,Vehicle,Area 2,No,Traffic Violation,Moving violation,Driver,F,Afr American,Citation
3/29/2021,No,Vehicle,Area 2,No,Traffic Violation,Moving violation,Driver,M,White,Citation
3/29/2021,No,Vehicle,Area 2,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
3/29/2021,No,Vehicle,Area 2,No,Traffic Violation,Moving violation,Driver,M,White,Citation
3/29/2021,No,Vehicle,Area 2,No,Traffic Violation,Moving violation,Driver,M,White,Citation
3/29/2021,No,Vehicle,Area 2,No,Traffic Violation,Moving violation,Driver,F,Afr American,Citation
3/29/2021,No,Vehicle,Area 2,No,Traffic Violation,Moving violation,Driver,F,White,Citation
1/17/2021,Yes,Pedestrian,Area 2,Yes,Probable Cause,,,M,Afr American,Arrest
1/17/2021,Yes,Pedestrian,Area 2,Yes,Probable Cause,,,M,Afr American,No Action
2/3/2021,Yes,Pedestrian,Area 2,Yes,Community Caretaking,,,M,Afr American,Psychiatric Hold
1/9/2021,Yes,Vehicle,Area 5,No,Probable Cause,,Driver,M,Afr American,Arrest
1/16/2021,Yes,Vehicle,Area 5,Yes,Reasonable Suspicion,,Driver,F,Hispanic,No Action
1/16/2021,Yes,Vehicle,Area 5,Yes,Reasonable Suspicion,,,M,Hispanic,No Action
3/12/2021,Yes,Pedestrian,Area 4,No,Community Caretaking,,,F,Hispanic,Psychiatric Hold
1/6/2021,No,Vehicle,Area 3,Yes,Traffic Violation,Equipment violation,Driver,U,Other,No Action
2/15/2021,No,Vehicle,Area 3,Yes,Reasonable Suspicion,,Driver,M,Afr American,No Action
3/16/2021,No,Pedestrian,Area 3,Yes,Probable Cause,,Driver,M,Afr American,Arrest
3/7/2021,Yes,Pedestrian,Area 4,No,Reasonable Suspicion,,Other,F,Hispanic,Arrest
2/17/2021,Yes,Pedestrian,Area 2,Yes,Probable Cause,,,M,Afr American,Arrest
2/25/2021,Yes,Other,Area 2,Yes,Community Caretaking,,,F,Afr American,No Action
2/26/2021,Yes,Pedestrian,Area 2,Yes,Community Caretaking,,,F,Afr American,Psychiatric Hold
3/6/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,Afr American,Warning
1/24/2021,Yes,Pedestrian,Area 2,No,Community Caretaking,,,F,White,No Action
2/12/2021,No,Vehicle,Area 2,No,Traffic Violation,Moving violation,Driver,M,Afr American,Warning
3/27/2021,Yes,Pedestrian,Area 2,Yes,Community Caretaking,,,M,Afr American,Other
2/22/2021,No,Vehicle,Area 5,No,Probable Cause,,Driver,M,Hispanic,No Action
2/19/2021,Yes,Pedestrian,Area 5,Yes,Community Caretaking,,Other,F,Hispanic,No Action
1/23/2021,Yes,Pedestrian,Area 3,Yes,Probable Cause,,,M,Afr American,Arrest
1/9/2021,Yes,Pedestrian,Area 2,Yes,Community Caretaking,,,F,White,Psychiatric Hold
3/17/2021,Yes,Pedestrian,Area 2,Yes,Reasonable Suspicion,,,M,Afr American,No Action
2/4/2021,Yes,Vehicle,Area 5,No,Probable Cause,,Driver,M,Hispanic,Arrest
2/17/2021,Yes,Pedestrian,Area 3,Yes,Probable Cause,,,F,White,Arrest
2/12/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
